capitulo,titulo_corto,tipo_archivo,tamano,tamano_bytes_aprox,fecha_publicacion,url_descarga,url_pagina
II,,xls,Descargar ii.-recaudacion.xls,,05/11/2024,https://www.bps.gub.uy/bps/file/21970/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,Descargar i.-ingresos-y-egresos-globales.xls,,05/11/2024,https://www.bps.gub.uy/bps/file/21969/1/i.-ingresos-y-egresos-globales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,Descargar v.-regimen-de-ahorro-individual.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/21925/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/21924/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidio por maternidad, paternidad y cuidados parentales",xls,Descargar iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/21923/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por desempleo,xls,Descargar iii.3---subsidio-por-desempleo.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/21922/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por enfermedad,xls,Descargar iii.2---subsidio-por-enfermedad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/21921/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones familiares,xls,Descargar iii.1---asignaciones-familiares.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/21920/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,Descargar ii.-recaudacion.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/21919/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,Descargar i.-ingresos-y-egresos-globales.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/21918/1/i.-ingresos-y-egresos-globales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,Descargar v.-regimen-de-ahorro-individual.xls,,05/11/2024,https://www.bps.gub.uy/bps/file/21774/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,05/11/2024,https://www.bps.gub.uy/bps/file/21771/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidio por maternidad, paternidad y cuidados parentales",xls,Descargar iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/21770/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por desempleo,xls,Descargar iii.3---subsidio-por-desempleo.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/21769/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por enfermedad,xls,Descargar iii.2---subsidio-por-enfermedad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/21768/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones familiares,xls,Descargar iii.1---asignaciones-familiares.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/21767/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,Descargar ii.-recaudacion.xls,,05/11/2024,https://www.bps.gub.uy/bps/file/21766/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,Descargar i.-ingresos-y-egresos-globales.xls,,05/11/2024,https://www.bps.gub.uy/bps/file/21765/1/i.-ingresos-y-egresos-globales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,Descargar v.-regimen-de-ahorro-individual.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22185/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22184/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidios por Maternidad, Paternidad y Cuidado del recién nacido",xls,Descargar iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22183/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por Desempleo,xls,Descargar iii.3---subsidio-por-desempleo.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22182/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por Enfermedad,xls,Descargar iii.2---subsidio-por-enfermedad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22181/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones Familiares,xls,Descargar iii.1---asignaciones-familiares.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22180/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,Descargar ii.-recaudacion.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22179/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,Descargar i.-ingresos-y-egresos-globales.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22178/1/i.-ingresos-y-egresos-globales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,Descargar v.-regimen-de-ahorro-individual.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22201/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22200/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidios por Maternidad, Paternidad y Cuidado del recién nacido",xls,Descargar iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22199/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por Desempleo,xls,Descargar iii.3---subsidio-por-desempleo.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22198/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por Enfermedad,xls,Descargar iii.2---subsidio-por-enfermedad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22197/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones Familiares,xls,Descargar iii.1---asignaciones-familiares.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22196/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,Descargar ii.-recaudacion.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22195/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,Descargar i.-ingresos-y-egresos-globales.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22194/1/i.-ingresos-y-egresos-globales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,Descargar v.-regimen-de-ahorro-individual.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22209/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22208/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidios por Maternidad, Paternidad y Cuidado del recién nacido",xls,Descargar iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22207/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por Desempleo,xls,Descargar iii.3---subsidio-por-desempleo.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22206/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por Enfermedad,xls,Descargar iii.2---subsidio-por-enfermedad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22205/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones Familiares,xls,Descargar iii.1---asignaciones-familiares.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22204/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,Descargar ii.-recaudacion.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22203/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,Descargar i.-ingresos-y-egresos-globales.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22202/1/i.-ingresos-y-egresos-globales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,Descargar v.-regimen-de-ahorro-individual.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22217/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22216/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidios por Maternidad, Paternidad y Cuidado del recién nacido",xls,Descargar iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22215/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por Desempleo,xls,Descargar iii.3---subsidio-por-desempleo.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22214/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por Enfermedad,xls,Descargar iii.2---subsidio-por-enfermedad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22213/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones Familiares,xls,Descargar iii.1---asignaciones-familiares.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22212/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,Descargar ii.-recaudacion.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22211/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,Descargar i.-ingresos-y-egresos-globales.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22210/1/i.-ingresos-y-egresos-globales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por Desempleo,xls,Descargar iii.3---subsidio-por-desempleo.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22190/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
,,xls,Descargar 11221_1_v.-regimen-de-ahorro-individual.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22193/1/11221_1_v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
,,xls,Descargar 11220_1_iv.-prestaciones-de-pasividad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22192/1/11220_1_iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidios por Maternidad, Paternidad y Cuidado del recién nacido",xls,Descargar 11219_1_iii.4---subsidio-por-maternidad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22191/1/11219_1_iii.4---subsidio-por-maternidad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por Enfermedad,xls,Descargar 11539_1_iii.2-seguro-por-enfermedad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22189/1/11539_1_iii.2-seguro-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones Familiares,xls,Descargar 11538_1_iii.1-asignaciones-familiares.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22188/1/11538_1_iii.1-asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
,,xls,Descargar 11537_1_ii.-recaudacion.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22187/1/11537_1_ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
,,xls,Descargar 11536_1_i.-ingresos-y-egresos-globales.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22186/1/11536_1_i.-ingresos-y-egresos-globales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
,,xls,Descargar 10665_1_v.regimen-de-ahorro-individual.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22225/1/10665_1_v.regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
,,xls,Descargar 10664_1_iv.-prestaciones-de-pasividad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22224/1/10664_1_iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidios por Maternidad, Paternidad y Cuidado del recién nacido",xls,Descargar 10663_1_iii.4-seguro-por-maternidad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22223/1/10663_1_iii.4-seguro-por-maternidad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por Desempleo,xls,Descargar 10662_1_iii.3-seguro-por-desempleo.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22222/1/10662_1_iii.3-seguro-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por Enfermedad,xls,Descargar 10661_1_iii.2-seguro-por-enfermedad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22221/1/10661_1_iii.2-seguro-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones Familiares,xls,Descargar 10660_1_iii.1-asignaciones-familiares.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22220/1/10660_1_iii.1-asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
,,xls,Descargar 10659_1_ii.recaudacion.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22219/1/10659_1_ii.recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
,,xls,Descargar 10658_1_i.ingresos-y-egresos-globales.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22218/1/10658_1_i.ingresos-y-egresos-globales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,Descargar v.-regimen-de-ahorro-individual.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/21220/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/21219/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,,xls,Descargar iii.4--subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/21218/1/iii.4--subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,,xls,Descargar iii.3---subsidio-por-desempleo.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/21217/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,,xls,Descargar iii.2-subsidio-por-enfermedad.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/21216/1/iii.2-subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones familiares,xls,Descargar iii.1-asignaciones-familiares.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/21215/1/iii.1-asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,Descargar ii.-recaudacion.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/21214/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,Descargar i.-ingresos-y-egresos-globales.-octubre-2023.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22226/1/i.-ingresos-y-egresos-globales.-octubre-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,Descargar v.-regimen-de-ahorro-individual.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/21045/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/21044/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidio por maternidad, paternidad y cuidados parentales",xls,Descargar iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/21043/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por desempleo,xls,Descargar iii.3---subsidio-por-desempleo.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/21042/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por enfermedad,xls,Descargar iii.2---subsidio-por-enfermedad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/21041/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones familiares,xls,Descargar iii.1---asignaciones-familiares.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/21040/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,Descargar ii.-recaudacion.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/21039/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,Descargar i.-ingresos-y-egresos-globales.-setiembre-2023.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22227/1/i.-ingresos-y-egresos-globales.-setiembre-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,Descargar v.-regimen-de-ahorro-individual.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/20984/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/20983/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidio por maternidad, paternidad y cuidados parentales",xls,Descargar iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/20982/1/iii.4---subsidio-por-maternidad-paternidad-y-cuidados-parentales.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por desempleo,xls,Descargar iii.3---subsidio-por-desempleo.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/20981/1/iii.3---subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por enfermedad,xls,Descargar iii.2---subsidio-por-enfermedad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/20980/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones familiares,xls,Descargar iii.1---asignaciones-familiares.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/20979/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,Descargar 2.-recaudacion.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/20978/1/2.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,Descargar i.-ingresos-y-egresos-globales.-agosto-2023.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/22228/1/i.-ingresos-y-egresos-globales.-agosto-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,Descargar v.-regimen-de-ahorro-individual.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/20862/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/20861/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidios por Maternidad, Paternidad y cuidados del recién nacido",xls,Descargar iii.-4-subsidos-por-maternidad-paternidad-y-cuidados-del-recien-nacido.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/20860/1/iii.-4-subsidos-por-maternidad-paternidad-y-cuidados-del-recien-nacido.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por desempleo,xls,Descargar iii.3.-subsidio-por-desempleo.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/20859/1/iii.3.-subsidio-por-desempleo.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por enfermedad,xls,Descargar iii.2.-subsidio-por-enfermedad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/20858/1/iii.2.-subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones familiares,xls,Descargar iii.1.-asignaciones-familiares.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/20857/1/iii.1.-asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,Descargar ii.-recaudacion.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/20856/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,Descargar i.-ingresos-y-egresos-globales.-julio-2023.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/20855/3/i.-ingresos-y-egresos-globales.-julio-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,Descargar v.-regimen-de-ahorro-individual.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/20781/1/v.-regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
IV,,xls,Descargar iv.-prestaciones-de-pasividad.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/20780/1/iv.-prestaciones-de-pasividad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.4,"Subsidio por maternidad, paternidad y cuidados parentales",xls,Descargar iii.4---subsidios-por-maternidad-paternidad-y-cuidados-del-recien-nacido.-junio-2023.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/20779/1/iii.4---subsidios-por-maternidad-paternidad-y-cuidados-del-recien-nacido.-junio-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.3,Subsidio por desempleo,xls,Descargar iii.3---subsidio-por-desempleo.-junio-2023.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/20778/1/iii.3---subsidio-por-desempleo.-junio-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.2,Subsidio por enfermedad,xls,Descargar iii.2---subsidio-por-enfermedad.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/20777/1/iii.2---subsidio-por-enfermedad.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
III.1,Asignaciones familiares,xls,Descargar iii.1---asignaciones-familiares.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/20776/1/iii.1---asignaciones-familiares.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
II,,xls,Descargar ii.-recaudacion.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/20775/1/ii.-recaudacion.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
I,,xls,Descargar i.-ingresos-y-egresos-globales.-junio-2023.xls,,11/11/2024,https://www.bps.gub.uy/bps/file/20774/3/i.-ingresos-y-egresos-globales.-junio-2023.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
V,,xls,Descargar v_regimen-de-ahorro-individual.xls,,06/11/2024,https://www.bps.gub.uy/bps/file/20689/1/v_regimen-de-ahorro-individual.xls,https://www.bps.gub.uy/bps/observatorio/cuadro.jsp?contentid=12780
